filename,prompt


"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Colonial_architecture_style_by_Christo_9ff0314d-4ed0-4d70-8373-e0595246d2d2.png,""a picture of exterior columns of a building that a person is sitting on, in the style of tropical baroque, pentax k1000, pastel academia, windows vista, fine lines and intricate details, victorian era, art of tonga"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Colonial_architecture_style_by_Christo_d187fa9a-142c-4508-bce1-980de5468925.png,""an elaborate white and blue building, in the style of fujifilm fujicolor c200, , light maroon and green, , majestic ports, , tropical baroque"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Colonial_architecture_style_by_Christo_d187fa9a-142c-4508-bce1-980de5468925.png,""white and blue building, in the style of , , light maroon and light emerald, hasselblad 500c/m, tropical baroque, , symmetrical harmony"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Colonial_architecture_style_by_Christo_d187fa9a-142c-4508-bce1-980de5468925.png,""a big building of coloured stones and large windows, in the style of tropical baroque, hasselblad 1600f, white and green, fine lines and intricate details, documentary travel photography, baroque maritime, rinpa school"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Colonial_architecture_style_by_Christo_d187fa9a-142c-4508-bce1-980de5468925.png,""a white building with green walls and flowers, in the style of baroque-inspired chiaroscuro, contax/yashica mount, maranao art, majestic ports, traditional craftsmanship, structural symmetry, rinpa school"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Colonial_architecture_style_by_Christo_f7408706-70fb-4d0e-8bb5-54609ab4bd9e.png,""a white building with arches and columns, in the style of goa-insprired motifs, school of london, majestic ports, restored and repurposed, associated press photo, wealthy portraiture, expansive spaces"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Colonial_architecture_style_by_Christo_f7408706-70fb-4d0e-8bb5-54609ab4bd9e.png,""a large white building with arches, in the style of goa-insprired motifs, school of london, hasselblad h6d-400c, majestic ports, historical references, ,"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Colonial_architecture_style_by_Christo_f7408706-70fb-4d0e-8bb5-54609ab4bd9e.png,""an old colonial building, in the style of expansive spaces, dark white and white, indian pop culture, majestic ports, focus stacking, mamiya rb67, exacting precision"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Colonial_architecture_style_by_Christo_f7408706-70fb-4d0e-8bb5-54609ab4bd9e.png,""an old building with tall arched windows, in the style of goa-insprired motifs, , rococo realms, expansive spaces, , majestic ports, contax g1"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Colonial_architecture_style_by_Thomas__289ed706-d746-44bb-9c66-859f79a7f341.png,""an ornate white mansion with arches, in the style of , , , contax/yashica mount, majestic ports, traditional vietnamese, barroco"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Colonial_architecture_style_by_Thomas__289ed706-d746-44bb-9c66-859f79a7f341.png,""colonnade from shanghai presidential palace via hayflan s thomas white, in the style of goa-insprired motifs, victorian gothic, , soft-edged, site-specific, quito school, delicate"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Colonial_architecture_style_by_Thomas__289ed706-d746-44bb-9c66-859f79a7f341.png,""old colonial houses, in the style of baroque opulence, transavanguardia, hasselblad h6d-400c, architectural, masterful shading, dada-inspired constructions, architectural influences"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Colonial_architecture_style_by_Thomas__289ed706-d746-44bb-9c66-859f79a7f341.png,""a large white building with arches, in the style of tropical baroque, intricate woodwork, italianate flair, traditional vietnamese, heidelberg school, dark gold and light azure, tondo"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Colonial_architecture_style_by_Thomas__494ac189-721d-4ed8-9b78-3f75927a18db.png,""this is a building with yellow and white doors and windows that opens into a courtyard, in the style of tropical baroque, kodak portra, hindu art and architecture, , luxurious, traditional vietnamese, multi-layered"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Colonial_architecture_style_by_Thomas__494ac189-721d-4ed8-9b78-3f75927a18db.png,""white and yellow building, in the style of tropical baroque, kodak portra, structural symmetry, traditional vietnamese, hurufiyya, terracotta"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Colonial_architecture_style_by_Thomas__494ac189-721d-4ed8-9b78-3f75927a18db.png,""a building is white and yellow, in the style of tropical baroque, kodak portra, , traditional vietnamese, , luxurious opulence, majestic ports"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Colonial_architecture_style_by_Thomas__494ac189-721d-4ed8-9b78-3f75927a18db.png,""the building is made of white cement, in the style of tropical baroque, kodak portra, tokina opera 50mm f/1.4 ff, traditional vietnamese, light indigo and light amber, neoclassical symmetry, bold block prints"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Colonial_architecture_style_by_Thomas__74ad6270-a0e3-419e-ba25-7f84e0c85c07.png,""white columns on a brick walkway, in the style of tropical baroque, expansive spaces, light navy and teal, southern gothic, grandiose architecture, light-filled, marble"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Colonial_architecture_style_by_Thomas__74ad6270-a0e3-419e-ba25-7f84e0c85c07.png,""pillars with white trim, in the style of elegant cityscapes, afro-caribbean influence, arched doorways, sunrays shine upon it, light turquoise and dark white, southern gothic, canon f-1"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Colonial_architecture_style_by_Thomas__74ad6270-a0e3-419e-ba25-7f84e0c85c07.png,""archway led to a door from a large building, in the style of antebellum gothic, streetscape"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Colonial_architecture_style_by_Thomas__74ad6270-a0e3-419e-ba25-7f84e0c85c07.png,""an arc under white lights, in the style of tropical baroque, southern gothic-inspired, architectural perspectives, historically accurate, pastel academia, passage, associated press photo"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Colonial_architecture_style_by_Thomas__f6d3e8c9-415d-4c00-bcf7-8ec76b2f6175.png,""a building that is in new orleans with blue doors, in the style of , classical revival, , hasselblad h6d-400c, light green and brown, , luxurious"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Colonial_architecture_style_by_Thomas__f6d3e8c9-415d-4c00-bcf7-8ec76b2f6175.png,""nyp french quarter, new orleans, tx, in the style of light bronze and light azure, classical architecture, school of london, 18th century, muted colours, theatrical exuberance, high resolution"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Colonial_architecture_style_by_Thomas__f6d3e8c9-415d-4c00-bcf7-8ec76b2f6175.png,""an entrance with two doors painted in light blue, in the style of hasselblad h6d-400c, school of london"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Colonial_architecture_style_by_Thomas__f6d3e8c9-415d-4c00-bcf7-8ec76b2f6175.png,""new orleans old building front courtyard  google search, in the style of light cyan and dark beige, hasselblad h6d-400c, ballet academia, , , light green, 32k uhd"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Colonial_Revival_architecture_style2_t_48ff1751-ae2c-43ed-b80a-ce4803eca4fb.png,""an ornate white house on a street corner, in the style of , , , analog photography, light brown and light azure, monumental architecture, luxurious"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Colonial_Revival_architecture_style2_t_48ff1751-ae2c-43ed-b80a-ce4803eca4fb.png,""the gilbert mansion st, in the style of , 19th century french academy, barroco, , contax/yashica mount, late 19th century"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Colonial_Revival_architecture_style2_t_48ff1751-ae2c-43ed-b80a-ce4803eca4fb.png,""a beautiful house with multiple balconies in the middle of a busy street, in the style of american sculpture 1830â€“1950, documentary travel photography, southern gothic-inspired, installation-based, crisp and delicate, ornate detail, mamiya rb67"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Colonial_Revival_architecture_style2_t_48ff1751-ae2c-43ed-b80a-ce4803eca4fb.png,""an imposing victorian style building with a large clock tower, in the style of italianate flair, historical reimagining, kodak portra, 1970â€“present, feminine sensibilities, southern gothic, photography installations"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Colonial_Revival_architecture_style2_t_8414407e-78c2-4ad4-90bb-74db168694c0.png,""an ornate building is in a busy city, in the style of modernist sensibilities, light aquamarine and bronze, restored and repurposed, trompe-l'oeil folds, contemporary turkish art, contax ii, modular construction"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Colonial_Revival_architecture_style2_t_8414407e-78c2-4ad4-90bb-74db168694c0.png,""the grand hotel in saint louis, louisiana, in the style of , light turquoise and dark bronze, , contemporary turkish art, ornate simplicity, 1860â€“1969,"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Colonial_Revival_architecture_style2_t_8414407e-78c2-4ad4-90bb-74db168694c0.png,""the henry hotel  photo by frank rohl saskatchewan, in the style of vienna secession, bronze and aquamarine, contemporary turkish art, dusseldorf school of photography, tropical baroque, opaque resin panels, pseudo-realistic"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Colonial_Revival_architecture_style2_t_8414407e-78c2-4ad4-90bb-74db168694c0.png,""a blue and white building on an old street, in the style of , , light green and brown, , late 19th century, contemporary turkish art, symmetrical arrangements"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Colonial_Revival_architecture_style2_t_bc724cb0-311a-4cf3-b603-5f5ee017e5f6.png,""3d rendering of a building on the street, in the style of classical revival, , luxurious textures, new york city subject matter, uhd image, muted color palette, eerily realistic"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Colonial_Revival_architecture_style2_t_bc724cb0-311a-4cf3-b603-5f5ee017e5f6.png,""an old style building with ornate details and balconies, in the style of photorealistic renderings, tonalist genius, new york cityscape, uhd image, american tonalism, neoclassicist influences, modular design"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Colonial_Revival_architecture_style2_t_bc724cb0-311a-4cf3-b603-5f5ee017e5f6.png,""new york apartments  nyc loft  3d rendering, in the style of baroque architecture, , american tonalist, streetscape, dark beige and sky-blue, structural symmetry, american barbizon school"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Colonial_Revival_architecture_style2_t_bc724cb0-311a-4cf3-b603-5f5ee017e5f6.png,""an ornate brick building is on the corner, in the style of photorealistic renderings, luxurious geometry, american tonalism, beige and azure, 32k uhd, rich and tonal, ornate details"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Colonial_Revival_architecture_style2_t_c18053b7-d954-4439-8d40-7192ffd36061.png,""house of blue, green, blue on philadelphia, in the style of , gilded age, , highly ornamented, bengal school of art, , historically accurate"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Colonial_Revival_architecture_style2_t_c18053b7-d954-4439-8d40-7192ffd36061.png,""an old building with balconies and arches on it, in the style of , light green and bronze, american sculpture 1830â€“1950, , , 19th century american art, elaborate facades"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Colonial_Revival_architecture_style2_t_c18053b7-d954-4439-8d40-7192ffd36061.png,""an image of an old building with trees, in the style of italianate flair, historical reimagining, light cyan and dark bronze, american tonalism, sculptural architecture, caravaggesque, historically accurate"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Colonial_Revival_architecture_style2_t_c18053b7-d954-4439-8d40-7192ffd36061.png,""an old building and a blue gate are featured in the picture, in the style of american sculpture 1830â€“1950, light maroon and light green, italianate flair, historical reimagining, caravaggesque, site-specific, narrative paneling"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Colonial_Revival_architecture_style_by_40e246f4-5a7f-4bee-af69-6b68b95488ec.png,""house of blue, green, blue on philadelphia, in the style of , gilded age, , highly ornamented, bengal school of art, , historically accurate"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Colonial_Revival_architecture_style_by_40e246f4-5a7f-4bee-af69-6b68b95488ec.png,""an old building with balconies and arches on it, in the style of , light green and bronze, american sculpture 1830â€“1950, , , 19th century american art, elaborate facades"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Colonial_Revival_architecture_style_by_40e246f4-5a7f-4bee-af69-6b68b95488ec.png,""an image of an old building with trees, in the style of italianate flair, historical reimagining, light cyan and dark bronze, american tonalism, sculptural architecture, caravaggesque, historically accurate"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Colonial_Revival_architecture_style_by_40e246f4-5a7f-4bee-af69-6b68b95488ec.png,""an old building and a blue gate are featured in the picture, in the style of american sculpture 1830â€“1950, light maroon and light green, italianate flair, historical reimagining, caravaggesque, site-specific, narrative paneling"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Colonial_Revival_architecture_style_by_459690e7-ecf0-4271-85d5-b415b1ac2be3.png,""a beautiful mansion with large, ornate porches, in the style of , , , highly ornamented, 19th century american art, uhd image, ambient occlusion"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Colonial_Revival_architecture_style_by_459690e7-ecf0-4271-85d5-b415b1ac2be3.png,""a mansion with wrought iron balconies and columns, in the style of meticulous photorealistic still lifes, manapunk, associated press photo, installation-based, highly ornamented, southern gothic-inspired, 1970â€“present"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Colonial_Revival_architecture_style_by_459690e7-ecf0-4271-85d5-b415b1ac2be3.png,""virgil kings victorian houses  architectural rendering, in the style of site-specific installations, caravaggesque, elaborate ornamentation, associated press photo, southern gothic-inspired"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Colonial_Revival_architecture_style_by_459690e7-ecf0-4271-85d5-b415b1ac2be3.png,""victorian era home by brian fennessy, in the style of , ornate baroque, , composite construction, , tropical baroque, greek art and architecture"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Colonial_Revival_architecture_style_by_6f636d60-8462-4258-a1c6-cecc86ddb86b.png,""large white mansion, in the style of contax g1, , , , italianate flair"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Colonial_Revival_architecture_style_by_6f636d60-8462-4258-a1c6-cecc86ddb86b.png,""very beautiful white house, in the style of southern gothic-inspired, schlieren photography, rollei prego 90, dark gold and light blue, harlem renaissance, romantic sensibility, baroque-influenced"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Colonial_Revival_architecture_style_by_6f636d60-8462-4258-a1c6-cecc86ddb86b.png,""an old house with 3 story, in the style of rococo-inspired details, schlieren photography, southern gothic-inspired, white and silver, rollei prego 90, elegant cityscapes, site-specific"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Colonial_Revival_architecture_style_by_6f636d60-8462-4258-a1c6-cecc86ddb86b.png,""stairs leading up to the front, in the style of baroque-inspired grandeur, antebellum gothic, mamiya 7 ii, , southern gothic-inspired, white and silver, elaborate facades"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Colonial_Revival_architecture_style_by_8609d0ce-30cd-4fc2-a0d5-d98b9980222d.png,""large white mansion, in the style of contax g1, , , , italianate flair"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Colonial_Revival_architecture_style_by_8609d0ce-30cd-4fc2-a0d5-d98b9980222d.png,""very beautiful white house, in the style of southern gothic-inspired, schlieren photography, rollei prego 90, dark gold and light blue, harlem renaissance, romantic sensibility, baroque-influenced"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Colonial_Revival_architecture_style_by_8609d0ce-30cd-4fc2-a0d5-d98b9980222d.png,""an old house with 3 story, in the style of rococo-inspired details, schlieren photography, southern gothic-inspired, white and silver, rollei prego 90, elegant cityscapes, site-specific"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Colonial_Revival_architecture_style_by_8609d0ce-30cd-4fc2-a0d5-d98b9980222d.png,""stairs leading up to the front, in the style of baroque-inspired grandeur, antebellum gothic, mamiya 7 ii, , southern gothic-inspired, white and silver, elaborate facades"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Colonial_Revival_architecture_style_by_cb3e022e-07a1-45aa-a777-05cbacfc5af9.png,""front of building to the front, in the style of italian renaissance revival, new york city subject matter, photorealistic pastiche, associated press photo, marble, italianate flair, uhd image"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Colonial_Revival_architecture_style_by_cb3e022e-07a1-45aa-a777-05cbacfc5af9.png,""a pretty white house, in the style of italian renaissance revival, new york city subject matter, , vray tracing, late 19th century, relief, light brown and dark azure"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Colonial_Revival_architecture_style_by_cb3e022e-07a1-45aa-a777-05cbacfc5af9.png,""a large house has two rows of windows, in the style of italian renaissance revival, life in new york city, marble sculpture, color gradients, 19th century american art, vray tracing, 1900â€“1917"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Colonial_Revival_architecture_style_by_cb3e022e-07a1-45aa-a777-05cbacfc5af9.png,""a tall white building, in the style of italianate flair, , , , highly ornamented, 17th century, yankeecore"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Colonial_Revival_architecture_style_by_dedf4123-f532-421a-81de-a15a4ad79cc1.png,""a fancy white house, in the style of ornate architectural elements, , 19th century american art, , , uhd image, commission for"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Colonial_Revival_architecture_style_by_dedf4123-f532-421a-81de-a15a4ad79cc1.png,""white two story house with arches, in the style of ornate baroque, 19th century american art, washington color school, giant money sculptures, sonian, high resolution, classical antiquity"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Colonial_Revival_architecture_style_by_dedf4123-f532-421a-81de-a15a4ad79cc1.png,""two houses are tall, in the style of classical revival, , ornate design, , american sculpture 1830â€“1950, light green and white, elaborate facades"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Colonial_Revival_architecture_style_by_dedf4123-f532-421a-81de-a15a4ad79cc1.png,""white brick and stone buildings on the corner, in the style of classical revival, elaborate drapery, italianate flair, 19th century american art, detailed and ornate designs, light cyan, luxurious opulence"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Colonial_Revival_architecture_style_by_ec816e06-f7f1-4000-ae2a-46664d89a7ab.png,""a fancy white house, in the style of ornate architectural elements, , 19th century american art, , , uhd image, commission for"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Colonial_Revival_architecture_style_by_ec816e06-f7f1-4000-ae2a-46664d89a7ab.png,""white two story house with arches, in the style of ornate baroque, 19th century american art, washington color school, giant money sculptures, sonian, high resolution, classical antiquity"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Colonial_Revival_architecture_style_by_ec816e06-f7f1-4000-ae2a-46664d89a7ab.png,""two houses are tall, in the style of classical revival, , ornate design, , american sculpture 1830â€“1950, light green and white, elaborate facades"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Colonial_Revival_architecture_style_by_ec816e06-f7f1-4000-ae2a-46664d89a7ab.png,""white brick and stone buildings on the corner, in the style of classical revival, elaborate drapery, italianate flair, 19th century american art, detailed and ornate designs, light cyan, luxurious opulence"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Colonial_Revival_architecture_style_by_f98e3126-8435-435f-87cf-7ac6a125c20e.png,""an ornate mansion with balconies, in the style of , photorealistic representation, , light blue and azure, restored and repurposed, , highly ornamented"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Colonial_Revival_architecture_style_by_f98e3126-8435-435f-87cf-7ac6a125c20e.png,""this victorian building has white siding and balconies., in the style of light bronze and sky-blue, hyper-realistic sculptures, 8k resolution, italianate flair, restored and repurposed, detailed interiors, tropical baroque"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Colonial_Revival_architecture_style_by_f98e3126-8435-435f-87cf-7ac6a125c20e.png,""a building  this one is blue with stairs, in the style of italianate flair, vray tracing, light sky-blue and brown, american tonalism, ornate details, photo-realistic, detailed marine views"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Colonial_Revival_architecture_style_by_f98e3126-8435-435f-87cf-7ac6a125c20e.png,""a tall building on the street with porch area, in the style of italianate flair, , intricate woodwork, white and azure, 1860â€“1969, tropical baroque, 8k 3d"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Constructivism_architecture_style2_uni_b19610ba-19a3-43e6-947d-cdba0aac2513.png,""an ornate mansion with balconies, in the style of , photorealistic representation, , light blue and azure, restored and repurposed, , highly ornamented"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Constructivism_architecture_style2_uni_b19610ba-19a3-43e6-947d-cdba0aac2513.png,""this victorian building has white siding and balconies., in the style of light bronze and sky-blue, hyper-realistic sculptures, 8k resolution, italianate flair, restored and repurposed, detailed interiors, tropical baroque"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Constructivism_architecture_style2_uni_b19610ba-19a3-43e6-947d-cdba0aac2513.png,""a building  this one is blue with stairs, in the style of italianate flair, vray tracing, light sky-blue and brown, american tonalism, ornate details, photo-realistic, detailed marine views"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Constructivism_architecture_style2_uni_b19610ba-19a3-43e6-947d-cdba0aac2513.png,""a tall building on the street with porch area, in the style of italianate flair, , intricate woodwork, white and azure, 1860â€“1969, tropical baroque, 8k 3d"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Constructivism_architecture_style2_uni_c2b0d544-830f-4a6e-ac24-1d223f07145f.png,""a building with curve walkways and an atrium, in the style of retro-futurism, dark white and light red, vray tracing, flickr, dark orange and beige, , whirly"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Constructivism_architecture_style2_uni_c2b0d544-830f-4a6e-ac24-1d223f07145f.png,""a circular building, in the style of vray tracing, redscale film, dark white and orange, urban life, whirly, passage, multi-layered"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Constructivism_architecture_style2_uni_c2b0d544-830f-4a6e-ac24-1d223f07145f.png,""the building is a modern, in the style of rendered in cinema4d, redscale film, rounded forms, , whirly, passage, dark white and light orange"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Constructivism_architecture_style2_uni_c2b0d544-830f-4a6e-ac24-1d223f07145f.png,""a building in the shade, in the style of vray tracing, orange and beige, spirals and curves, urban environment, gray and crimson, ray tracing, multi-layered"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Constructivism_architecture_style_by_I_1858b492-6d38-4803-bada-8a083bd5b8ea.png,""the courtyard of an orange building, in the style of dynamic futurism, , layered organic forms, , flickr, light red and light indigo, vray tracing"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Constructivism_architecture_style_by_I_1858b492-6d38-4803-bada-8a083bd5b8ea.png,""a beautiful modern building with many colorful columns and windows, in the style of light red and light orange, organic biomorphic forms, photo-realistic techniques, the dÃ¼sseldorf school of photography, tangled forms, sunrays shine upon it, sovietwave"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Constructivism_architecture_style_by_I_1858b492-6d38-4803-bada-8a083bd5b8ea.png,""a row of different colored buildings forming a courtyard, in the style of , redscale film, , , biomorphic, analog photography, light pink and orange"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Constructivism_architecture_style_by_I_1858b492-6d38-4803-bada-8a083bd5b8ea.png,""3d architectural models for digital architecture and urban planning studio, zhurnal, in the style of light red and orange, surreal organic shapes, lensbaby composer pro ii with edge 50 optic, new leipzig school, romanticized views, bold, cartoonish lines, sunrays shine upon it"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Constructivism_architecture_style_by_I_9d1b0653-2883-4aec-8601-50bcdfc05d32.png,""an orange building with some stairs, in the style of vray tracing, art deco sensibilities, photo-realistic landscapes, light white and magenta, sovietwave, light yellow and indigo, rounded forms"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Constructivism_architecture_style_by_I_9d1b0653-2883-4aec-8601-50bcdfc05d32.png,""a building in orange, in the style of , , , curvilinear, photo-realistic, light yellow and dark crimson, seaside vistas"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Constructivism_architecture_style_by_I_9d1b0653-2883-4aec-8601-50bcdfc05d32.png,""a view of a street near a modern building with white stairwells and white walls, in the style of dark yellow and orange, soviet avant-garde, irregular curvilinear forms, rendered in maya, light red and light beige, leica i,"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Constructivism_architecture_style_by_I_9d1b0653-2883-4aec-8601-50bcdfc05d32.png,""an attractive building with windows, in the style of retro-futurism, light yellow and dark orange, vray, curvilinear, photo-realistic techniques, light crimson and white, leica m10"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Constructivism_architecture_style_by_I_ea3a7b0b-9ab5-4d2d-b2f1-27cab2e0b997.png,""orange, colorful building, in the style of vray tracing, sinuous lines, light red, photo-realistic compositions, , leica r3, intensely detailed"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Constructivism_architecture_style_by_I_ea3a7b0b-9ab5-4d2d-b2f1-27cab2e0b997.png,""an orange curved building with trees near it, in the style of vray tracing, street scenes with vibrant colors, red, playful use of light and shadow, irregular organic forms, vray, the dÃ¼sseldorf school of photography"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Constructivism_architecture_style_by_I_ea3a7b0b-9ab5-4d2d-b2f1-27cab2e0b997.png,""a lot of red buildings. the building in for, in the style of vray tracing, organic forms blending with geometric shapes, light orange and white, playful use of light and shadow, colorful curves, photo-realistic compositions, leica r8"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Constructivism_architecture_style_by_I_ea3a7b0b-9ab5-4d2d-b2f1-27cab2e0b997.png,""the outside of the apartment building, in the style of vibrant futurism, light red, curvilinear, photorealistic urban scenes, uhd image, , playful shapes"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Constructivism_architecture_style_by_K_699c9d61-f9c3-40c6-aa00-52e53ac3a9dd.png,""white and red building exterior, in the style of , curvilinear, voigtlander bessa r2m, light orange and dark indigo, seaside scenes, , art deco designer"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Constructivism_architecture_style_by_K_699c9d61-f9c3-40c6-aa00-52e53ac3a9dd.png,""a white and red building, in the style of , curvilinear, vray, golden age aesthetics, geometric aesthetics, seaside scenes,"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Constructivism_architecture_style_by_K_699c9d61-f9c3-40c6-aa00-52e53ac3a9dd.png,""white and red buildings on an empty city sidewalk, in the style of bauhaus-inspired designs, art nouveau curves, leica r8, photorealistic renderings, seaside vistas, berlin secession, light yellow and indigo"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Constructivism_architecture_style_by_K_699c9d61-f9c3-40c6-aa00-52e53ac3a9dd.png,""white buildings in the foreground, in the style of geometric constructivism, colorized, bentwood, precise nautical detail, konica auto s3, expansive spaces, viennese secession"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Constructivism_architecture_style_by_K_6c08bd2c-5896-4301-a5ad-873207c6fc2a.png,""an image of a circular building, in the style of cluj school, flat perspectives, constructivist roots, orange and beige, leica noctilux-m 50mm f/0.95 asph, ray tracing, terraced cityscapes"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Constructivism_architecture_style_by_K_6c08bd2c-5896-4301-a5ad-873207c6fc2a.png,""an orange spiral staircase, in the style of cluj school, monolithic structures, pinhole photography, vray, streetscape, lyon school, sustainable architecture"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Constructivism_architecture_style_by_K_6c08bd2c-5896-4301-a5ad-873207c6fc2a.png,""an orange and white zig zag bridge inside a building, in the style of cluj school, circular shapes, analog photography, sun-soaked colours, lyon school, multi-layered, streetscape"""

